% Star Wars Minifigures dataset
@RELATION minifigs

@ATTRIBUTE ID STRING
@ATTRIBUTE Sets NUMERIC
@ATTRIBUTE "Value, €" NUMERIC
@ATTRIBUTE "Growth, %" NUMERIC
@ATTRIBUTE Year STRING
@ATTRIBUTE Released STRING
@ATTRIBUTE Subtheme STRING
@ATTRIBUTE Name STRING

@DATA
sw0291,2,5.48,150.20,'2010 - 2013','august 2010','episode v','hoth rebel trooper'
sw0290,1,16.87,142.05,2010,'august 2010','episode v','han solo'
sw0289,1,7.16,121.20,2010,'august 2010','episode v','general maximillian veers'
sw0288,1,12.42,192.74,2010,'august 2010','the clone wars','senate commando captain'
sw0287,1,6.52,114.78,2010,'august 2010','the clone wars','shahan alama'
sw0286,1,21.06,165.89,2010,'july 2010','the clone wars','clone commander'
sw0285,2,19.14,194.32,2010,'july 2010','the clone wars','cad bane'
sw0284,1,33.95,544.07,2010,'july 2010','the clone wars','aayla secura'
sw0283,1,16.04,96.02,2010,'july 2010','episode iii','anakin skywalker'
sw0282,1,13.68,202.53,2010,'july 2010','episode iii','2-1b medical droid'
sw0281,1,15.22,410.32,2010,'july 2010','episode iii','clone pilot'
sw0280,2,21.38,86.85,'2010 - 2011','july 2010','episode v',bossk
sw0279,1,22.32,71.70,2010,'july 2010','episode v','boba fett'
sw0278,1,8.05,59.41,2010,'july 2010','episode v','han solo'
sw0277,7,16.78,90.70,'2008 - 2017','december 2008',?,'darth vader'
sw0275,2,321.99,3559.00,2010,?,'exclusive minifigs','boba fett white'
sw0274,1,4.86,58.17,2010,'january 2010','episode iv','obi-wan kenobi'
sw0273,1,5.24,28.17,2010,'january 2010','episode iv','luke skywalker'
sw0272,1,20.93,164.52,2010,'january 2010','episode iii','clone trooper episode 3'
sw0271,1,13.79,127.10,2010,'january 2010','episode iv',sandtrooper
sw0270,1,1.11,5.88,2010,'january 2010','episode iv','sentry droid'
sw0269,2,10.59,229.59,2010,'january 2010',?,'barriss offee'
sw0268a,2,5.87,74.15,2012,'february 2012','episode iv','tie fighter pilot'
sw0268,2,4.22,60.54,'2010 - 2011','december 2009',legends,'tie defender pilot'
sw0267,1,10.74,116.87,2010,'december 2009','episode iii',r4-p44
sw0266,1,13.52,354.44,2010,'december 2009','episode iii','clone pilot'
sw0265,2,10.79,262.72,2010,'december 2009',?,'captain jag'
sw0264,1,6.45,143.52,2010,'december 2009','the clone wars',thi-sen
sw0263,1,5.85,75.46,2010,'december 2009','the clone wars','anakin skywalker'
sw0262,2,4.18,12.03,2010,'december 2009','episode v','at-at driver'
sw0261,1,3.80,83.83,2010,'december 2009','episode v','imperial officer'
sw0260,2,3.09,76.38,2010,'december 2009','episode v','zev senesca'
sw0259,1,3.52,81.00,2010,'december 2009','episode v','hoth rebel trooper'
sw0258,1,3.57,95.19,2010,'december 2009','episode v','hoth officer'
sw0256,1,77.91,2851.00,2009,'september 2009','episode iv','captain antilles'
sw0255,1,14.20,158.24,2009,'june 2009','the clone wars','r2-d2 clone wars'
sw0254,2,35.20,295.65,'2010 - 2012','july 2010','the clone wars','general grievous'
sw0253a,1,12.31,124.20,2009,'june 2009','episode v','han solo'
sw0253,2,8.78,83.12,2009,'june 2009','episode v','han solo'
sw0252,1,3.92,63.37,2009,'june 2009','episode v','hoth rebel'
sw0251,1,40.54,525.10,2009,'august 2009','episode vi','lando calrissian'
sw0250a,1,21.96,419.79,2009,'july 2009',comic-con,'crix madine'
sw0250,1,7.48,41.90,2009,'august 2009','episode vi','crix madine'
sw0249,1,18.66,245.44,2009,'august 2009','episode vi','mon mothma'
sw0248,1,15.06,211.09,2009,'august 2009','episode vi','mon calamari officer'
sw0247,4,9.86,149.44,'2009 - 2013','july 2009',?,'admiral ackbar'
sw0246,1,48.79,516.69,2009,'august 2009','the clone wars','hondo ohnaka'
sw0245,1,12.26,231.67,2009,'august 2009','the clone wars','turk falso'
sw0244,2,12.03,143.24,'2009 - 2010','june 2009','the clone wars','senate commando'
sw0243,2,23.71,219.95,'2009 - 2010','june 2009',?,'chancellor palpatine'
sw0242,3,6.26,184.40,'2009 - 2011','june 2009',?,'nute gunray'
sw0241,2,5.76,81.94,'2009 - 2010','june 2009',?,'onaconda farr'
sw0240,1,8.95,154.25,2009,'june 2009','episode vi','endor rebel commando'
sw0239,1,9.74,205.80,2009,'june 2009','episode vi','endor rebel commando'
sw0238,2,10.79,117.76,'2009 - 2010','june 2009',?,paploo
sw0237,1,14.56,157.63,2009,'june 2009','episode vi',wicket
sw0236,2,12.06,174.20,'2009 - 2013','june 2009','episode vi','chief chirpa'
sw0235,1,10.02,130.10,2009,'june 2009','episode vi','princess leia'
sw0233,1,16.17,133.25,2009,'june 2009','the clone wars','clone jet trooper'
sw0231,1,52.38,445.05,2009,'december 2008','the clone wars',r7-a7
sw0230,2,7.75,289.82,'2009 - 2011','december 2008','the clone wars','super battle droid'
sw0229,1,2.23,13.45,2009,'december 2008','the clone wars','assassin droid'
sw0228,2,3.90,45.25,'2009 - 2010','december 2008','the clone wars','rocket battle droid'
sw0227,1,3.34,87.19,2010,'december 2009','the clone wars','rocket droid commander'
sw0226,1,13.60,287.22,2010,'july 2010','the clone wars','nahdar vebb'
sw0225,1,4.11,18.53,2009,'february 2009','the clone wars','pilot droid'
sw0224,4,31.85,323.27,'2009 - 2012','february 2009',?,'count dooku'
sw0223,1,22.02,278.52,2009,'december 2008','the clone wars','clone commander'
sw0222,3,1.97,10.89,'2009 - 2011','december 2008','the clone wars','assassin droid elite'
sw0221,2,10.74,107.13,2009,'december 2008','the clone wars','clone gunner'
sw0220,4,7.44,70.22,'2009 - 2011','december 2008',?,'mace windu'
sw0219,3,11.16,236.34,'2009 - 2011','december 2008',?,yoda
sw0218,1,457.60,10300.00,2009,?,'exclusive minifigs','chrome black darth vader'
sw0217a,1,8.61,105.89,2013,'august 2013','episode vi',r2-d2
sw0217,10,2.74,55.50,'2008 - 2013','june 2008','ultimate collector series',r2-d2
sw0216s,1,14.62,225.05,2010,'july 2010','the clone wars',ev-a4-d
sw0216a,1,12.55,293.92,2010,'july 2010','the clone wars',ev-a4-d
sw0215,1,10.78,206.25,2008,'june 2008','ultimate collector series','assassin droid'
sw0214,1,23.72,285.00,2006,'june 2006','episode iv','darth vader'
sw0213,3,9.30,104.05,'2006 - 2011','june 2006','episode iv',r2-q5
sw0212,1,17.79,153.07,2008,'june 2008','ultimate collector series','protocol droid'
sw0211a,1,5.94,255.26,2008,'june 2008','ultimate collector series','interrogation droid'
sw0211,1,4.58,7.42,2008,'june 2008','ultimate collector series','interrogation droid'
sw0210,2,14.43,108.65,'2008 - 2010','june 2008','ultimate collector series','emperor palpatine'
sw0209,3,18.65,129.33,'2008 - 2009','june 2008','ultimate collector series','darth vader'
sw0208a,1,18.07,533.64,2008,'june 2008','ultimate collector series','imperial trooper'
sw0208,2,8.72,121.21,'2008 - 2009','june 2008','ultimate collector series','imperial trooper'
sw0207,2,12.01,136.57,'2008 - 2009','june 2008','ultimate collector series','luke skywalker'
sw0206,1,22.83,213.29,2008,'june 2008','ultimate collector series','old obi-wan kenobi'
sw0205a,1,8.87,172.43,2008,'june 2008','ultimate collector series','han solo stormtrooper'
sw0205,2,11.12,154.33,'2008 - 2009','june 2008','ultimate collector series','han solo stormtrooper'
sw0204,2,9.10,91.48,'2008 - 2009','june 2008','ultimate collector series','luke skywalker'
sw0203,1,31.34,491.53,2008,'october 2008','the clone wars','clone trooper clone wars'
sw0202b,1,724.60,4017.05,2008,'july 2008','the clone wars','clone trooper commander fox'
sw0202,1,226.49,5047.60,2008,'july 2008','the clone wars','commander fox'
sw0201,12,10.27,126.16,'2008 - 2010','july 2008',?,'clone trooper clone wars'
sw0200a,1,15.29,157.48,2010,'july 2010','the clone wars','clone trooper clone wars'
sw0200,1,13.45,115.51,2008,'july 2008','the clone wars','clone trooper clone wars'
sw0199,1,25.64,264.71,2007,'october 2007','episode iv',sandtrooper
sw0198,2,23.10,228.13,'2008 - 2010','july 2008','the clone wars','plo koon'
sw0197,5,10.56,166.67,'2008 - 2012','july 2008','the clone wars','obi-wan kenobi'
sw0196,1,57.29,214.04,2008,'july 2008','the clone wars','commander cody'
sw0195,2,43.31,526.21,'2008 - 2009','july 2008','the clone wars','asajj ventress'
sw0194,2,106.37,2317.40,2008,'july 2008',comic-con,'captain rex'
sw0193,2,26.14,392.54,2008,'july 2008','the clone wars',rotta
sw0192,7,13.45,117.05,'2008 - 2010','july 2008',?,'ahsoka tano'
sw0191,4,19.41,179.95,'2008 - 2009','july 2008','the clone wars','clone pilot'
sw0190,2,41.49,371.97,'2008 - 2009','july 2008','the clone wars','magna guard'
sw0189,1,18.76,143.66,2008,'december 2007','episode iii','clone trooper episode 3'
sw0188a,1,10.89,139.26,2006,'june 2006','episode iv',stormtrooper
sw0188,8,6.88,75.73,'2007 - 2016','october 2007',?,stormtrooper
sw0187,2,5.16,89.64,'2008 - 2009','december 2007',legends,'rebel fleet trooper/rebel scout trooper'
sw0184,3,3.96,65.44,2008,'december 2007',comic-con,'battle droid commander'
sw0183,10,8.81,233.67,'2008 - 2016','december 2007',?,'anakin skywalker'
sw0182,1,14.61,201.82,2008,?,legends,'juno eclipse'
sw0181,1,42.24,860.00,2008,?,legends,'darth vader\'s apprentice'
sw0180,2,28.65,117.21,'2008 - 2009','june 2009',?,'darth vader battle damaged'
sw0179a,2,8.97,48.11,'2008 - 2009','june 2008','ultimate collector series','han solo'
sw0179,4,8.60,62.83,'2007 - 2010','october 2007',?,'han solo'
sw0178,1,15.26,104.24,2007,'october 2007','episode v','general maximillian veers'
sw0177,1,19.78,237.54,2007,'october 2007','episode v','at-at driver'
sw0176,2,11.14,138.87,'2007 - 2008','october 2007','ultimate collector series','luke skywalker'
sw0175b,1,17.53,199.55,2008,'june 2008','ultimate collector series','princess leia'
sw0175a,1,382.20,768.64,2009,'september 2009','episode iv','princess leia'
sw0175,4,11.55,162.40,'2007 - 2010','october 2007',?,'princess leia'
sw0174,1,27.12,272.22,2007,'october 2007','ultimate collector series','obi-wan kenobi'
sw0173,1,24.02,355.00,2007,'october 2007','episode i','obi-wan kenobi'
sw0172a,1,12.35,101.00,2007,'october 2007','episode i','qui-gon jinn'
sw0172,1,16.55,280.77,2007,'october 2007','episode i','qui-gon jinn'
sw0171,1,6.20,123.10,2007,'october 2007','episode v','imperial probe droid'
sw0170,1,19.52,586.69,2007,'october 2007','episode i','republic pilot'
sw0169,1,20.26,375.62,2007,'october 2007','episode i','republic captain'
sw0168,1,18.14,313.03,2007,'october 2007','episode i',r2-r7
sw0167,1,6.23,140.82,2007,'october 2007','episode v','hoth rebel'
sw0166a,1,8.84,100.80,2008,'december 2007',legends,'shadow trooper'
sw0166,2,13.82,249.89,'2007 - 2009','october 2007',?,'shadow trooper'
sw0165,1,34.24,334.75,2007,'october 2007','episode v',k-3po
sw0164,1,54.68,479.12,2007,'october 2007','episode i','droideka destroyer droid'
sw0163,3,36.08,254.36,'2007 - 2010','october 2007',?,'kit fisto'
sw0162,1,12.55,194.63,2007,'october 2007','episode iii','obi-wan kenobi'
sw0161a,7,3.68,39.33,'2005 - 2010','june 2005',?,c-3po
sw0161,1,16.34,101.85,2005,'june 2005','episode iv',c-3po
sw0160,2,5.27,198.01,'2007 - 2009','october 2007',?,'naboo fighter pilot'
sw0159,2,5.61,132.00,'2007 - 2009','october 2007',?,'anakin skywalker'
sw0158,1,'2 697.70',101.45,2007,'october 2007','exclusive minifigs',c-3po
sw0157,2,18.08,205.35,'2006 - 2008','june 2006','episode iv','grand moff tarkin'
sw0156a,2,0.90,?,'2011 - 2020','august 2011',seasonal,'mouse droid'
sw0156,4,1.35,14.18,'2006 - 2016','june 2006','episode iv','mouse droid'
sw0155,1,19.50,280.10,2006,'june 2006','episode iv',r2-d5
sw0154,1,13.48,235.23,2006,'june 2006','episode iv','imperial officer'
sw0153,1,17.70,211.30,2006,?,'episode vi','ten numb'
sw0152,1,12.62,298.33,2005,?,'episode iii','obi-wan kenobi'
sw0151,1,5.29,100.33,2006,'june 2006','episode v',ig-88
sw0150,1,17.00,199.53,2006,'june 2006','episode v','bespin guard'
sw0149,1,14.22,138.00,2006,'june 2006','episode v',dengar
sw0148,1,78.94,1021.25,2006,?,'episode iii','mace windu'
sw0147,1,7.76,198.98,2005,'june 2005','episode iv',r1-g4
sw0146,1,7.19,207.14,2005,'june 2005','episode iv','treadwell droid'
sw0145,1,4.88,115.95,2005,'june 2005','episode iv','asp droid'
sw0144,2,26.30,327.61,2005,'february 2005','episode iii','medical droid'
sw0143,1,0.98,?,2004,?,legends,'droid brain'
sw0142,1,10.14,107.19,2005,'june 2005','episode iv',r5-d4
sw0141,1,23.70,316.23,2005,'june 2005','episode iv',jawa
sw0140,1,18.32,231.00,2005,'june 2005','episode iv','owen lars'
sw0139,2,15.83,157.37,2005,'february 2005','episode iii','anakin skywalker'
sw0138,2,28.58,364.66,2005,'february 2005','episode iii','darth vader episode 3'
sw0137,1,120.78,1346.26,2005,?,'episode iii','obi-wan kenobi'
sw0136,3,9.79,135.31,'2005 - 2009','december 2008','episode iii','buzz droid'
sw0135,1,22.55,184.98,2005,?,'episode iii','obi-wan kenobi'
sw0134a,2,15.99,222.74,'2007 - 2009','october 2007','episode iii','general grievous'
sw0134,1,99.91,467.93,2005,?,'episode iii','general grievous'
sw0133,1,152.74,3371.40,2005,?,'episode iii','mace windu'
sw0132,2,18.45,162.45,2005,?,'episode iii','wookiee warrior'
sw0131,2,103.25,2246.60,'2005 - 2006',?,'episode iii','scout trooper episode 3'
sw0130,1,33.26,482.28,2005,?,'episode iii','clone trooper episode 3'
sw0129,1,80.68,1733.60,2005,?,'episode iii','clone trooper episode 3'
sw0128a,3,15.08,206.07,'2007 - 2008','october 2007',?,'clone trooper episode 3'
sw0128,2,48.58,250.10,'2005 - 2006',?,'episode iii','clone trooper episode 3'
sw0127,2,29.89,334.40,'2005 - 2006',?,'episode iii','clone trooper episode 3'
sw0126,4,10.60,116.16,'2005 - 2008','october 2007','episode iii','clone trooper episode 3'
sw0125,1,109.96,1042.23,2005,?,'episode iii','dwarf spider droid'
sw0124,1,81.54,1753.20,2005,?,'episode vi','emperor palpatine'
sw0123,2,26.51,140.85,'2005 - 2006','june 2006','episode vi','darth vader'
sw0122,1,24.90,296.22,2005,?,'episode vi',stormtrooper
sw0121,1,62.34,730.48,2005,?,'episode iii','anakin skywalker'
sw0120,2,20.99,496.25,2005,?,'episode iii','anakin skywalker'
sw0119,1,9.70,159.29,2010,'july 2010','the clone wars',r7-d4
sw0118,2,10.78,177.15,'2005 - 2006','may 2005','episode iii','clone pilot'
sw0117,2,24.99,910.68,2005,'february 2005','episode iv','darth vader'
sw0116,1,123.95,1387.33,2005,?,'episode iii','luminara unduli'
sw0115,9,3.85,73.81,'2004 - 2011','august 2004',?,snowtrooper
sw0114,1,11.46,157.82,2005,?,'episode vi','imperial officer'
sw0113a,1,171.28,386.60,2006,'october 2007','episode v','princess leia'
sw0113,2,11.77,62.06,'2004 - 2006','august 2004','episode v','princess leia'
sw0111,1,42.49,642.77,2004,?,'episode iv','han solo'
sw0110,1,101.31,2202.40,2004,?,'episode iv',greedo
sw0109a,1,20.64,247.41,2007,'october 2007','episode iv',sandtrooper
sw0109,1,30.80,337.50,2004,?,'episode iv',sandtrooper
sw0108,1,7.15,133.33,2004,?,'episode v','hoth rebel'
sw0107,1,'2 245.92',5004.36,2003,?,'episode v','boba fett'
sw0106,1,56.78,1190.40,2004,?,'episode v','luke skywalker'
sw0105,1,453.02,10195.80,2003,?,'episode v','lando calrissian'
sw0104,1,132.00,1400.00,2003,?,'episode v','princess leia'
sw0103,1,394.07,4378.10,2003,?,'episode v','luke skywalker'
sw0102,1,36.76,820.04,2003,'june 2003','episode v','at-at driver'
sw0101,1,5.31,141.20,2003,'june 2003','episode v',snowtrooper
sw0100,1,8.59,116.89,2002,'april 2002','episode ii','anakin skywalker'
sw0099,1,14.86,149.48,2002,'april 2002','episode ii','anakin skywalker'
sw0098,1,7.92,125.00,2010,'july 2010','episode v','luke skywalker'
sw0097,3,133.27,202.94,'2009 - 2010','june 2009',?,'stormtrooper chrome'
sw0096,3,3.48,106.81,'2007 - 2012','october 2007','episode i','battle droid security'
sw0095a,1,4.01,124.63,2009,'june 2009','the clone wars','battle droid pilot'
sw0095,1,4.42,120.18,2007,'october 2007','episode i','battle droid pilot'
sw0094,2,5.13,108.21,'2007 - 2009','october 2007',?,'rebel pilot y-wing'
sw0093,2,6.16,105.88,'2007 - 2009','october 2007',?,'imperial at-st pilot'
sw0092,13,3.12,5.36,'2007 - 2015','october 2007','episode iii','super battle droid'
sw0091,2,18.81,171.88,'2007 - 2008','october 2007','episode iii','clone trooper episode 3'
sw0090a,1,9.94,105.83,2006,'october 2007','episode v','luke skywalker'
sw0090,3,8.93,119.22,'2006 - 2007','october 2007','episode v','luke skywalker'
sw0089,1,8.06,76.49,2006,'october 2007','episode v','wedge antilles'
sw0088a,1,22.70,250.54,2006,'october 2007','episode v','han solo'
sw0088,1,8.06,32.18,2006,'october 2007','episode v','han solo'
sw0087,1,16.42,177.27,2006,'june 2006','episode vi','gamorrean guard'
sw0086,1,12.40,101.57,2006,'june 2006','episode vi','lando calrissian'
sw0085,1,38.64,430.96,2006,'june 2006','episode vi','princess leia salve'
sw0084,1,11.30,221.80,2006,'june 2006','episode vi','han solo'
sw0083,2,18.50,224.38,'2006 - 2007','june 2006',?,'luke skywalker'
sw0082,1,12.42,253.63,2006,?,'episode vi','rebel technician'
sw0081,1,9.57,67.49,2004,'august 2004','episode v','han solo'
sw0080,1,12.28,105.29,2004,'august 2004','episode v',snowtrooper
sw0079,1,14.04,135.25,2003,?,'episode vi','luke skywalker'
sw0078,1,32.19,631.60,2003,?,'episode ii',geonosian
sw0077,1,29.46,235.14,2003,'june 2003','episode iv','t-16 skyhopper pilot'
sw0076,1,31.57,413.16,2003,?,'episode vi','bib fortuna'
sw0075,1,17.73,188.27,2003,?,'episode vi','gamorrean guard'
sw0074,1,7.60,147.56,2003,?,'episode vi','b\'omarr monk'
sw0073a,1,52.79,760.69,2005,'june 2005','episode iv','gonk droid'
sw0073,1,59.29,876.52,2003,?,'episode vi','gonk droid'
sw0072,1,12.23,229.38,2003,?,'episode vi',ev-9d9
sw0071,2,40.49,143.18,'2003 - 2006','june 2006','episode vi','jabba the hutt'
sw0070,1,35.58,573.83,2003,?,'episode vi','princess leia'
sw0069,1,30.82,401.00,2002,?,'episode i','obi-wan kenobi'
sw0068,1,8.66,146.62,2002,?,'episode vi','luke skywalker'
sw0067,1,10.71,157.29,2002,?,'episode vi',ewok
sw0066,1,18.99,332.46,2000,?,'exclusive minifigs','emperor palpatine'
sw0065,1,14.44,239.05,2001,?,'episode i','battle droid pilot'
sw0064,1,13.60,129.23,1999,?,'episode i','sebulba\'s pit droid'
sw0063,2,19.82,178.37,2002,'april 2002','episode ii','droideka destroyer droid'
sw0062,1,17.88,190.70,2003,?,'episode ii',geonosian
sw0061,1,35.08,881.77,2003,?,'episode ii','battle droid geonosian'
sw0060,1,27.72,215.32,2002,'april 2002','episode ii','count dooku'
sw0059,1,98.15,457.65,2002,'april 2002','episode ii','zam wesell'
sw0058,2,26.87,351.63,'2002 - 2003','april 2002','episode ii','clone trooper episode 2'
sw0057,1,116.47,2547.00,2002,'april 2002','episode ii','jedi knight'
sw0056,1,83.78,1804.00,2002,'april 2002','episode ii','super battle droid'
sw0055a,1,14.81,282.50,2002,'april 2002','episode ii','obi-wan kenobi'
sw0055,1,6.06,26.89,2002,'april 2002','episode ii','obi-wan kenobi'
sw0054,1,46.35,450.94,2002,'april 2002','episode ii','young boba fett'
sw0053,1,365.10,8197.80,2002,'april 2002','episode ii','jango fett'
sw0052,1,6.18,131.68,2002,'april 2002','episode ii','tusken raider'
sw0051,3,19.84,411.34,'2002 - 2005','april 2002','episode ii',yoda
sw0050,1,12.34,180.96,2002,?,'episode vi',ewok
sw0049,1,11.70,198.88,2002,?,'episode v',lobot
sw0048,2,8.87,152.00,'2000 - 2002',?,'exclusive minifigs','battle droid commander'
sw0047,1,11.62,260.66,2002,?,'episode i','battle droid security'
sw0046,1,10.01,308.99,2002,?,'episode vi','imperial officer'
sw0045,2,26.59,506.83,'2000 - 2003',?,'exclusive minifigs','han solo'
sw0044,1,17.31,294.19,2000,?,'exclusive minifigs','luke skywalker'
sw0043,1,38.91,828.99,1999,?,'episode i',gasgano
sw0042,1,13.21,268.80,2001,?,'episode vi','imperial shuttle pilot'
sw0041,3,19.84,351.70,'2000 - 2002',?,'exclusive minifigs','emperor palpatine'
sw0040b,3,7.59,146.29,'2006 - 2009','june 2006',?,'royal guard'
sw0040,3,10.69,305.00,'2001 - 2006',?,'episode vi','royal guard'
sw0039,1,9.90,64.47,1999,?,'episode i','gasgano\'s pit droid'
sw0038,1,220.08,4901.80,2001,?,'episode i',watto
sw0037,2,8.87,178.45,1999,?,'episode i','anakin\'s pit droid'
sw0036b,2,9.33,105.83,'2007 - 2008','october 2007',?,stormtrooper
sw0036a,1,18.27,197.00,2006,'june 2006','episode iv',stormtrooper
sw0036,4,10.71,121.68,'2001 - 2003',?,'episode iv',stormtrooper
sw0035b,2,6.99,297.00,'2006 - 2007',?,'episode vi','tie interceptor pilot'
sw0035a,2,8.83,151.38,'2004 - 2005',?,legends,'tie fighter pilot'
sw0035,2,9.14,108.22,'2001 - 2003',?,'episode iv','tie fighter pilot'
sw0034,3,12.09,244.36,'1999 - 2002',?,'episode iv','rebel y-wing technician'
sw0033a,1,10.61,213.25,2004,?,'episode iv','rebel pilot y-wing'
sw0033,2,9.63,176.96,'1999 - 2002',?,'episode iv','rebel pilot y-wing dutch vander'
sw0032a,1,8.60,144.86,2006,?,'episode vi','rebel pilot b-wing'
sw0032,1,21.46,248.43,2000,?,'episode vi','rebel pilot b-wing'
sw0031b,1,8.25,149.87,2009,'august 2009','episode vi','rebel pilot a-wing'
sw0031a,1,8.74,164.80,2006,?,'episode vi','rebel pilot a-wing'
sw0031,1,12.07,228.23,2000,?,'episode vi','rebel pilot a-wing'
sw0030,1,14.83,322.31,2000,?,'episode vi','rebel engineer'
sw0029a,1,7.92,71.76,2007,'october 2007','episode iv',r5-d4
sw0029,7,8.22,260.62,'1999 - 2007',?,'episode iv',r5-d4
sw0028a,1,14.29,126.50,2006,'june 2006','episode vi',r2-d2
sw0028,15,4.87,145.78,'1999 - 2008','july 2000',?,r2-d2
sw0027,5,16.45,367.25,'1999 - 2002',?,'episode i','qui-gon jinn'
sw0026,1,80.04,1719.00,2000,?,'episode iv','princess leia'
sw0025,2,9.03,236.39,1999,?,'episode i','padme naberrie amidala'
sw0024,1,35.47,545.99,1999,?,'episode i','obi-wan kenobi'
sw0023a,1,12.10,96.71,2004,?,'episode iv','obi-wan kenobi'
sw0023,1,14.86,181.97,1999,?,'episode iv','obi-wan kenobi'
sw0022,1,13.32,116.29,2000,?,'episode i','naboo security officer'
sw0021,3,8.79,152.91,'1999 - 2004',?,'episode iv','luke skywalker'
sw0020,1,9.64,85.91,2000,?,'episode vi','luke skywalker'
sw0019a,1,13.24,461.57,2004,?,'episode v','luke skywalker'
sw0019,4,9.24,237.62,'1999 - 2003','june 2003','episode v','luke skywalker'
sw0018,1,12.65,139.90,1999,?,'episode vi','luke skywalker'
sw0017,5,9.13,247.16,'1999 - 2000',?,'episode i','jar jar binks'
sw0016,1,14.02,168.18,1999,?,'episode v','hoth rebel'
sw0015,1,17.64,377.38,2000,?,'episode vi','han solo'
sw0014,1,56.34,901.88,2000,?,'episode iv','han solo, blue legs'
sw0013,1,13.04,209.39,2000,?,'episode i','gungan soldier'
sw0012b,1,11.49,308.13,2007,'october 2007','episode v','dak ralter'
sw0012a,1,9.42,252.30,2004,?,'episode v','dak ralter'
sw0012,1,7.11,115.47,1999,?,'episode v','dak ralter'
sw0011a,16,3.59,105.03,'2004 - 2017','august 2004',?,chewbacca
sw0011,3,8.90,124.67,'2000 - 2001',?,'exclusive minifigs',chewbacca
sw0010,5,9.29,134.67,'2000 - 2005',?,'episode iv',c-3po
sw0009,2,12.63,218.89,'1999 - 2002',?,'episode iv','biggs darklighter'
sw0008,3,9.72,215.71,'1999 - 2000',?,'episode i','anakin skywalker'
sw0007,1,8.48,93.19,1999,?,'episode i','anakin skywalker'
sw0006,1,18.32,184.82,2000,?,'episode i','aldar beedo'
sw0005b,1,5.73,88.15,2012,'february 2012','episode vi','scout trooper'
sw0005a,3,5.32,64.40,'2009 - 2011','june 2009',?,'scout trooper'
sw0005,3,8.62,122.22,'1999 - 2002',?,'episode vi','scout trooper'
sw0004a,2,34.03,452.43,2004,?,'episode iv','darth vader'
sw0004,5,39.34,211.35,'1999 - 2003',?,'episode iv','darth vader'
sw0003,5,20.09,340.73,'1999 - 2009','october 2007',?,'darth maul'
sw0002a,2,56.32,374.07,2006,'june 2006','episode v','boba fett'
sw0002,3,48.41,1002.40,'2000 - 2003',?,'exclusive minifigs','boba fett'
sw0001d,2,0.98,?,'2008 - 2024','july 2008','the clone wars','battle droid'
sw0001c,35,1.15,?,'2007 - 2024','october 2007',?,'battle droid'
sw0001b,17,1.47,51.82,'1999 - 2014','october 2007','episode i','battle droid'
sw0001a,2,3.48,67.37,'1999 - 2000',?,'episode i','battle droid'
gen047,20,1.06,?,'2013 - 2024','december 2012',?,skeleton
gen019,3,3.20,82.91,'2007 - 2010','october 2007',?,skeleton
